date,altersklasse_covid19,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,geoRegion,type,type_variant,vaccine,data_completeness,version,timeframe_all,age_group_type
202104,50 - 59,unknown,3,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,60 - 69,fully_vaccinated,0,0,2036,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,60 - 69,partially_vaccinated,0,0,25294,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,60 - 69,not_vaccinated,0,0,968871,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,60 - 69,unknown,14,14,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,70 - 79,fully_vaccinated,0,0,4158,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,70 - 79,partially_vaccinated,1,1,77641,1.29,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,70 - 79,not_vaccinated,15,15,666096,2.25,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,70 - 79,unknown,18,18,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,80+,fully_vaccinated,0,0,6376,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,80+,partially_vaccinated,7,7,120873,5.79,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,80+,not_vaccinated,32,32,346347,9.24,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,80+,unknown,76,76,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202104,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,0 - 9,fully_vaccinated,0,0,12,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,0 - 9,partially_vaccinated,0,0,7,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,0 - 9,not_vaccinated,0,0,887669,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,10 - 19,fully_vaccinated,0,0,194,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,10 - 19,partially_vaccinated,0,0,993,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,10 - 19,not_vaccinated,0,0,861684,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,20 - 29,fully_vaccinated,0,0,1449,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,20 - 29,partially_vaccinated,0,0,7948,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,20 - 29,not_vaccinated,0,0,1022818,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,30 - 39,fully_vaccinated,0,0,2061,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,30 - 39,partially_vaccinated,0,0,12952,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,30 - 39,not_vaccinated,0,0,1244954,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,40 - 49,fully_vaccinated,0,0,2991,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,40 - 49,partially_vaccinated,0,0,17563,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,40 - 49,not_vaccinated,0,1,1190413,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,40 - 49,unknown,1,2,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,50 - 59,fully_vaccinated,0,0,4668,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,50 - 59,partially_vaccinated,0,0,27974,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,50 - 59,not_vaccinated,1,2,1273804,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,50 - 59,unknown,2,5,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,60 - 69,fully_vaccinated,0,0,4490,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,60 - 69,partially_vaccinated,0,0,30571,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,60 - 69,not_vaccinated,8,8,961140,0.83,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,60 - 69,unknown,7,21,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,70 - 79,fully_vaccinated,0,0,10941,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,70 - 79,partially_vaccinated,1,2,91923,1.09,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,70 - 79,not_vaccinated,10,25,645031,1.55,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,70 - 79,unknown,16,34,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,80+,fully_vaccinated,0,0,20862,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,80+,partially_vaccinated,10,17,131932,7.58,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,80+,not_vaccinated,38,70,320802,11.85,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,80+,unknown,72,148,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202105,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,0 - 9,fully_vaccinated,0,0,13,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,0 - 9,partially_vaccinated,0,0,9,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,0 - 9,not_vaccinated,0,0,887666,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,10 - 19,fully_vaccinated,0,0,389,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,10 - 19,partially_vaccinated,0,0,1100,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,10 - 19,not_vaccinated,0,0,861382,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,20 - 29,fully_vaccinated,0,0,3570,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,20 - 29,partially_vaccinated,0,0,8000,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,20 - 29,not_vaccinated,0,0,1020645,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,30 - 39,fully_vaccinated,0,0,5598,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,30 - 39,partially_vaccinated,0,0,12687,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,30 - 39,not_vaccinated,0,0,1241682,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,40 - 49,fully_vaccinated,0,0,7313,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,40 - 49,partially_vaccinated,0,0,17857,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,40 - 49,not_vaccinated,1,2,1185797,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,40 - 49,unknown,1,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,50 - 59,fully_vaccinated,0,0,10401,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,50 - 59,partially_vaccinated,0,0,30202,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,50 - 59,not_vaccinated,1,3,1265843,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,50 - 59,unknown,3,8,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,60 - 69,fully_vaccinated,0,0,9239,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,60 - 69,partially_vaccinated,0,0,33854,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,60 - 69,not_vaccinated,7,15,953108,0.73,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,60 - 69,unknown,6,27,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,70 - 79,fully_vaccinated,0,0,24257,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,70 - 79,partially_vaccinated,1,3,99467,1.01,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,70 - 79,not_vaccinated,12,37,624171,1.92,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,70 - 79,unknown,11,45,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,80+,fully_vaccinated,1,1,42117,2.37,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,80+,partially_vaccinated,9,26,139748,6.44,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,80+,not_vaccinated,34,104,291731,11.65,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,80+,unknown,43,191,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202106,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,0 - 9,fully_vaccinated,0,0,14,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,0 - 9,partially_vaccinated,0,0,10,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,0 - 9,not_vaccinated,0,0,887664,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,10 - 19,fully_vaccinated,0,0,552,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,10 - 19,partially_vaccinated,0,0,1157,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,10 - 19,not_vaccinated,0,0,861162,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,20 - 29,fully_vaccinated,0,0,4842,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,20 - 29,partially_vaccinated,0,0,8595,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,20 - 29,not_vaccinated,0,0,1018778,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,30 - 39,fully_vaccinated,0,0,7716,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,30 - 39,partially_vaccinated,0,0,13296,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,30 - 39,not_vaccinated,0,0,1238955,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,40 - 49,fully_vaccinated,0,0,10380,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,40 - 49,partially_vaccinated,0,0,18604,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,40 - 49,not_vaccinated,1,3,1181983,0.08,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,40 - 49,unknown,0,3,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,50 - 59,fully_vaccinated,0,0,15573,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,50 - 59,partially_vaccinated,0,0,31865,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,50 - 59,not_vaccinated,0,3,1259008,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,50 - 59,unknown,0,8,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,60 - 69,fully_vaccinated,0,0,15244,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,60 - 69,partially_vaccinated,0,0,35411,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,60 - 69,not_vaccinated,4,19,945546,0.42,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,60 - 69,unknown,5,32,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,70 - 79,fully_vaccinated,0,0,47738,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,70 - 79,partially_vaccinated,0,3,91668,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,70 - 79,not_vaccinated,9,46,608489,1.48,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,70 - 79,unknown,8,53,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,80+,fully_vaccinated,0,1,72337,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,80+,partially_vaccinated,4,30,128722,3.11,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,80+,not_vaccinated,21,125,272537,7.71,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,80+,unknown,34,225,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,Unbekannt,fully_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,Unbekannt,partially_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,Unbekannt,not_vaccinated,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202107,Unbekannt,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,0 - 9,fully_vaccinated,0,0,17,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,0 - 9,partially_vaccinated,0,0,9,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,0 - 9,not_vaccinated,0,0,887662,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,0 - 9,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,10 - 19,fully_vaccinated,0,0,795,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,10 - 19,partially_vaccinated,0,0,1096,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,10 - 19,not_vaccinated,0,0,860980,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,10 - 19,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,20 - 29,fully_vaccinated,0,0,6467,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,20 - 29,partially_vaccinated,0,0,8724,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,20 - 29,not_vaccinated,0,0,1017024,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,20 - 29,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,30 - 39,fully_vaccinated,0,0,10346,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,30 - 39,partially_vaccinated,0,0,13392,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,30 - 39,not_vaccinated,0,0,1236229,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,30 - 39,unknown,0,0,NA,NA,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
202108,40 - 49,fully_vaccinated,0,0,14266,0,NA,CHFL,COVID19Death,vaccine,all,limited,2022-11-17_06-08-21,TRUE,age_group_AKL10
