SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,BIRTHS2020,BIRTHS2021,BIRTHS2022,DEATHS2020,DEATHS2021,DEATHS2022,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,NETMIG2020,NETMIG2021,NETMIG2022,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,RBIRTH2021,RBIRTH2022,RDEATH2021,RDEATH2022,RNATURALCHG2021,RNATURALCHG2022,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RDOMESTICMIG2021,RDOMESTICMIG2022,RNETMIG2021,RNETMIG2022
050,3,6,01,035,Alabama,Conecuh County,11597,11553,11320,11206,-44,-233,-114,29,123,122,45,234,228,-16,-111,-106,0,0,0,-28,-122,-4,-28,-122,-4,0,0,-4,128,128,128,128,10.755038692,10.83192755,20.460805316,20.243274438,-9.705766624,-9.411346888,0,0,-10.66759935,-0.355145166,-10.66759935,-0.355145166
050,3,6,01,037,Alabama,Coosa County,10382,10341,10366,10166,-41,25,-200,27,89,89,29,192,184,-2,-103,-95,0,-1,-4,-32,131,-107,-32,130,-111,-7,-2,6,314,267,242,148,8.5961269136,8.6693941165,18.544453566,17.923241769,-9.948326653,-9.253847652,-0.096585696,-0.389635691,12.652726131,-10.42275472,12.556140436,-10.81239041
050,3,6,01,039,Alabama,Covington County,37567,37507,37542,37602,-60,35,60,88,425,431,158,709,702,-70,-284,-271,0,1,2,3,307,336,3,308,338,7,11,-7,780,780,780,780,11.325933723,11.471308421,18.894322376,18.684126477,-7.568388653,-7.212818056,0.0266492558,0.0532311296,8.1813215366,8.9428297668,8.2079707924,8.9960608964
050,3,6,01,041,Alabama,Crenshaw County,13197,13165,13056,13025,-32,-109,-31,41,152,156,61,261,251,-20,-109,-95,1,6,14,-13,-15,56,-12,-9,70,0,9,-6,154,154,153,152,11.593760726,11.96273149,19.907707563,19.247728231,-8.313946837,-7.284996741,0.4576484497,1.0735784671,-1.144121124,4.2943138683,-0.686472675,5.3678923354
050,3,6,01,043,Alabama,Cullman County,87857,88131,89618,90665,274,1487,1047,252,980,1005,254,1341,1273,-2,-361,-268,0,-6,-14,286,1908,1301,286,1902,1287,-10,-54,28,1268,1250,1250,1250,11.026784961,11.149137745,15.088692482,14.122241143,-4.061907521,-2.973103399,-0.067510928,-0.155311372,21.468475209,14.432863886,21.400964281,14.277552515
050,3,6,01,045,Alabama,Dale County,49319,49253,49412,49544,-66,159,132,149,673,686,138,676,694,11,-3,-8,1,8,48,-81,117,112,-80,125,160,3,37,-20,755,755,755,755,13.642122333,13.864747969,13.702934171,14.026435992,-0.060811838,-0.161688023,0.1621649014,0.9701281378,2.3716616835,2.2636323214,2.5338265849,3.2337604592
050,3,6,01,047,Alabama,Dallas County,38463,38174,37565,36767,-289,-609,-798,101,447,455,161,650,653,-60,-203,-198,1,10,21,-207,-417,-632,-206,-407,-611,-23,1,11,480,480,480,480,11.803694266,12.24237206,17.164208664,17.56982188,-5.360514398,-5.32744982,0.2640647487,0.5650325566,-11.01150002,-17.00478932,-10.74743527,-16.43975677
050,3,6,01,049,Alabama,DeKalb County,71611,71648,71829,71998,37,181,169,188,801,819,222,1112,1081,-34,-311,-262,4,35,98,47,419,364,51,454,462,20,38,-31,846,846,846,846,11.165552667,11.388682236,15.500742279,15.031948104,-4.335189612,-3.643265868,0.4878830753,1.3627483018,5.8406573876,5.0616365495,6.3285404629,6.4243848512
050,3,6,01,051,Alabama,Elmore County,87974,87853,88737,89563,-121,884,826,213,903,925,247,1097,1048,-34,-194,-123,0,16,24,-84,1048,930,-84,1064,954,-3,14,-5,5794,5535,5294,5603,10.227079676,10.375771172,12.424259584,11.755468312,-2.197179908,-1.37969714,0.1812107141,0.269209198,11.869301772,10.431856422,12.050512487,10.70106562
050,3,6,01,053,Alabama,Escambia County,36767,36680,36658,36666,-87,-22,8,93,427,440,134,640,636,-41,-213,-196,0,0,1,-49,171,209,-49,171,210,3,20,-6,2066,2066,2066,2066,11.644713518,12.001527467,17.453434781,17.34766243,-5.808721263,-5.346134963,0,0.0272761988,4.6633396057,5.7007255469,4.6633396057,5.7280017457
050,3,6,01,055,Alabama,Etowah County,103441,103447,103139,103088,6,-308,-51,289,1140,1162,365,1790,1763,-76,-650,-601,0,19,57,55,252,524,55,271,581,27,71,-31,1592,1565,1533,1570,11.036565885,11.269135467,17.32934468,17.097664224,-6.292778794,-5.828528757,0.1839427648,0.5527889171,2.4396619326,5.0817788165,2.6236046973,5.6345677336
050,3,6,01,057,Alabama,Fayette County,16326,16330,16155,16118,4,-175,-37,42,175,179,53,286,295,-11,-111,-116,0,0,0,13,-72,84,13,-72,84,2,8,-5,301,301,301,301,10.774203479,11.092864004,17.608126828,18.281535649,-6.833923349,-7.188671645,0,0,-4.432815145,5.2055898119,-4.432815145,5.2055898119
050,3,6,01,059,Alabama,Franklin County,32113,32075,31996,31932,-38,-79,-64,97,397,407,109,495,480,-12,-98,-73,1,33,73,-32,-39,-48,-31,-6,25,5,25,-16,422,422,422,422,12.392502068,12.733074709,15.451608372,15.016894006,-3.059106304,-2.283819297,1.0301072248,2.2838192967,-1.217399447,-1.501689401,-0.187292223,0.7821298961
050,3,6,01,061,Alabama,Geneva County,26660,26696,26667,26783,36,-29,116,69,285,287,96,496,505,-27,-211,-218,0,6,8,62,164,328,62,170,336,1,12,-2,270,270,270,269,10.681558383,10.739008419,18.589659502,18.89616464,-7.908101119,-8.157156221,0.2248749133,0.2993451824,6.1465809643,12.273152479,6.3714558777,12.572497661
050,3,6,01,063,Alabama,Greene County,7734,7702,7592,7422,-32,-110,-170,28,101,99,36,166,158,-8,-65,-59,0,0,0,-21,-49,-113,-21,-49,-113,-3,4,2,60,60,59,59,13.207793906,13.187691488,21.707859291,21.047022779,-8.500065385,-7.859331291,0,0,-6.407741598,-15.05261756,-6.407741598,-15.05261756
050,3,6,01,065,Alabama,Hale County,14786,14768,14737,14595,-18,-31,-142,45,193,196,73,264,262,-28,-71,-66,0,1,5,7,30,-75,7,31,-70,3,9,-6,182,182,182,182,13.082528385,13.364243829,17.895271988,17.864448384,-4.812743603,-4.500204555,0.0677851212,0.3409245875,2.033553635,-5.113868812,2.1013387561,-4.772944225
050,3,6,01,067,Alabama,Henry County,17148,17175,17434,17655,27,259,221,40,163,167,63,284,279,-23,-121,-112,0,0,0,50,392,334,50,392,334,0,-12,-1,141,141,141,141,9.419515155,9.5186525692,16.411915976,15.902419562,-6.992400821,-6.383766993,0,0,22.653067121,19.037305138,22.653067121,19.037305138
050,3,6,01,069,Alabama,Houston County,107204,107286,107453,108079,82,167,626,312,1314,1338,311,1613,1530,1,-299,-192,0,21,60,54,388,772,54,409,832,27,57,-14,817,817,817,817,12.238112313,12.415789767,15.02288825,14.19742776,-2.784775937,-1.781637993,0.1955862698,0.5567618729,3.6136891762,7.1636694319,3.809275446,7.7204313049
050,3,6,01,071,Alabama,Jackson County,52582,52545,52694,52891,-37,149,197,127,528,542,201,989,952,-74,-461,-410,0,12,29,25,592,571,25,604,600,12,6,7,603,603,603,603,10.034302873,10.26660984,18.795313524,18.032864517,-8.761010652,-7.766254676,0.228052338,0.5493204527,11.250582009,10.815930293,11.478634347,11.365250746
050,3,6,01,073,Alabama,Jefferson County,674355,674675,669997,665409,320,-4678,-4588,1919,7883,8052,2019,9111,8660,-100,-1228,-608,23,266,675,295,-4025,-4466,318,-3759,-3791,102,309,-189,17037,18232,19339,20487,11.724792366,12.05925389,13.551260084,12.969838386,-1.826467719,-0.910584496,0.3956355156,1.0109285116,-5.986590038,-6.688602567,-5.590954523,-5.677674056
050,3,6,01,075,Alabama,Lamar County,13976,13956,13740,13705,-20,-216,-35,29,156,159,51,250,239,-22,-94,-80,0,0,0,-1,-122,51,-1,-122,51,3,0,-6,149,149,149,149,11.265164645,11.586809984,18.053148469,17.416651485,-6.787983824,-5.829841501,0,0,-8.809936453,3.716523957,-8.809936453,3.716523957
050,3,6,01,077,Alabama,Lauderdale County,93565,94025,94862,95878,460,837,1016,220,894,917,301,1383,1319,-81,-489,-402,1,32,68,594,1306,1333,595,1338,1401,-54,-12,17,3053,3415,3752,4147,9.4659770127,9.6151829716,14.643675849,13.830344972,-5.177698836,-4.215162001,0.3388269177,0.7130124777,13.828373578,13.977141659,14.167200496,14.690154137
050,3,6,01,079,Alabama,Lawrence County,33077,33089,33123,33214,12,34,91,76,362,373,113,549,556,-37,-187,-183,0,0,-1,43,207,275,43,207,274,6,14,0,220,220,220,220,10.934573793,11.245609539,16.58309672,16.762892503,-5.648522926,-5.517282964,0,-0.030149087,6.2526430254,8.29099899,6.2526430254,8.2608499028
050,3,6,01,081,Alabama,Lee County,174244,174742,177655,180773,498,2913,3118,460,1850,1886,325,1394,1372,135,456,514,20,182,481,301,2253,2127,321,2435,2608,42,22,-4,5373,5363,5364,5334,10.499521846,10.523731405,7.9115315965,7.6556519022,2.5879902496,2.8680795027,1.032925933,2.6839421027,12.786714983,11.868492417,13.819640916,14.55243452
050,3,6,01,083,Alabama,Limestone County,103563,104190,107381,110900,627,3191,3519,289,1144,1168,215,1142,1123,74,2,45,2,19,44,565,3285,3281,567,3304,3325,-14,-115,149,3113,2857,2625,3082,10.814336558,10.701801806,10.795430376,10.289489236,0.0189061828,0.4123125696,0.1796087365,0.403150068,31.05340524,30.062167573,31.233013976,30.465317641
050,3,6,01,085,Alabama,Lowndes County,10310,10273,9926,9777,-37,-347,-149,32,124,126,62,188,181,-30,-64,-55,0,0,0,-8,-274,-93,-8,-274,-93,1,-9,-1,183,183,183,183,12.277835536,12.789930467,18.61478291,18.372836624,-6.336947374,-5.582906156,0,0,-27.13005594,-9.440186774,-27.13005594,-9.440186774
050,3,6,01,087,Alabama,Macon County,19534,19473,18906,18516,-61,-567,-390,29,183,182,78,292,290,-49,-109,-108,0,1,0,-14,-438,-283,-14,-437,-283,2,-21,1,2073,2071,2003,2057,9.5364652544,9.7268986158,15.216654942,15.498904388,-5.680189687,-5.772005772,0.052111832,0,-22.82498241,-15.1247929,-22.77287058,-15.1247929
050,3,6,01,089,Alabama,Madison County,388160,390502,396593,403565,2342,6091,6972,1076,4283,4365,838,4161,3931,238,122,434,9,212,579,2242,5801,5808,2251,6013,6387,-147,-44,151,9770,10180,10383,11124,10.883057318,10.910345207,10.57305662,9.825559452,0.3100006988,1.0847857548,0.5386897388,1.4472141752,14.740279128,14.517132866,15.278968867,15.964347041
050,3,6,01,091,Alabama,Marengo County,19324,19266,18961,18745,-58,-305,-216,56,230,232,88,357,351,-32,-127,-119,0,0,0,-27,-180,-89,-27,-180,-89,1,2,-8,238,238,238,238,12.033379548,12.305733835,18.677897821,18.617726622,-6.644518272,-6.311992786,0,0,-9.417427473,-4.720734101,-9.417427473,-4.720734101
050,3,6,01,093,Alabama,Marion County,29341,29166,29006,29156,-175,-160,150,98,311,322,146,545,535,-48,-234,-213,0,12,24,-111,41,337,-111,53,361,-16,21,2,778,643,545,723,10.692429347,11.072521578,18.737536959,18.396891441,-8.045107612,-7.324369863,0.4125696211,0.8252811114,1.4096128722,11.588322272,1.8221824933,12.413603384
050,3,6,01,095,Alabama,Marshall County,97611,97696,98316,99423,85,620,1107,340,1456,1493,315,1462,1413,25,-6,80,4,46,107,27,531,921,31,577,1028,29,49,-1,965,965,965,1022,14.856233292,15.100713567,14.917454033,14.291566155,-0.061220742,0.8091474115,0.4693590188,1.0822346629,5.4180356305,9.3153095747,5.8873946493,10.397544238
050,3,6,01,097,Alabama,Mobile County,414812,414353,413017,411411,-459,-1336,-1606,1288,5138,5243,1339,5755,5477,-51,-617,-234,11,125,304,-474,-1114,-1517,-463,-989,-1213,55,270,-159,7758,7570,7387,7700,12.420078079,12.719121621,13.911551059,13.286787931,-1.491472981,-0.567666309,0.3021622732,0.7374810171,-2.692870179,-3.680127313,-2.390707906,-2.942646295
050,3,6,01,099,Alabama,Monroe County,19770,19704,19557,19404,-66,-147,-153,41,214,227,82,354,350,-41,-140,-123,0,0,0,-26,-20,-21,-26,-20,-21,1,13,-9,190,190,190,190,10.901403428,11.652678319,18.033162681,17.966684633,-7.131759252,-6.314006314,0,0,-1.01882275,-1.078001078,-1.01882275,-1.078001078
050,3,6,01,101,Alabama,Montgomery County,228948,228322,226953,226361,-626,-1369,-592,782,3062,3121,713,2864,2782,69,198,339,7,130,354,-670,-1752,-1215,-663,-1622,-861,-32,55,-70,8393,8206,8001,8555,13.451210807,13.769704884,12.581406842,12.274052864,0.8698039646,1.4956520205,0.5710834111,1.5618313134,-7.696447202,-5.360522728,-7.125363791,-3.798691415
050,3,6,01,103,Alabama,Morgan County,123421,123288,123403,124211,-133,115,808,343,1416,1445,382,1772,1684,-39,-356,-239,1,18,27,-99,366,1032,-98,384,1059,4,87,-12,2286,2106,1950,2140,11.4799486,11.671391763,14.366150366,13.601815729,-2.886201767,-1.930423966,0.14593155,0.2180813686,2.9672748499,8.3355545325,3.1132063999,8.553635901
050,3,6,01,105,Alabama,Perry County,8515,8458,8317,8035,-57,-141,-282,30,98,98,31,176,173,-1,-78,-75,0,0,0,-50,-65,-219,-50,-65,-219,-6,2,12,543,535,522,455,11.684053651,11.98630137,20.983606557,21.159491194,-9.299552906,-9.173189824,0,0,-7.749627422,-26.78571429,-7.749627422,-26.78571429
050,3,6,01,107,Alabama,Pickens County,19124,18922,18615,18697,-202,-307,82,33,176,177,79,348,342,-46,-172,-165,0,3,11,-133,-141,223,-133,-138,234,-23,3,13,1771,1627,1578,1907,9.3774142846,9.4875643225,18.541705517,18.331903945,-9.164291233,-8.844339623,0.1598422889,0.5896226415,-7.51258758,11.953259005,-7.352745291,12.542881647
050,3,6,01,109,Alabama,Pike County,33008,32906,32740,33014,-102,-166,274,89,349,355,101,457,437,-12,-108,-82,2,26,74,-87,-102,280,-85,-76,354,-5,18,2,2145,2072,1967,2120,10.632787984,10.797822186,13.923163635,13.291967029,-3.290375651,-2.494144843,0.7921274716,2.2508136387,-3.107577004,8.5165921465,-2.315449532,10.767405785
050,3,6,01,111,Alabama,Randolph County,21970,22092,22199,22479,122,107,280,63,254,259,84,368,359,-21,-114,-100,0,1,1,160,219,372,160,220,373,-17,1,7,413,501,587,591,11.46959879,11.594073146,16.617371475,16.070549264,-5.147772685,-4.476476118,0.0451559007,0.0447647612,9.8891422637,16.652491159,9.9342981644,16.69725592
050,3,6,01,113,Alabama,Russell County,59187,59259,58668,58555,72,-591,-113,184,775,796,167,828,808,17,-53,-12,8,8,27,33,-555,-105,41,-547,-78,14,9,-23,529,529,529,529,13.143724508,13.580952543,14.042585667,13.785690521,-0.89886116,-0.204737978,0.1356771562,0.4606604506,-9.412602712,-1.791457308,-9.276925556,-1.330796857
050,3,6,01,115,Alabama,St. Clair County,91471,91652,92903,93932,181,1251,1029,233,988,1004,265,1317,1275,-32,-329,-271,0,8,18,204,1592,1263,204,1600,1281,9,-20,19,2106,2024,1967,2029,10.706835361,10.747450959,14.272168188,13.648406348,-3.565332828,-2.900955388,0.0866950232,0.1926833837,17.25230961,13.519950759,17.339004633,13.712634142
050,3,6,01,117,Alabama,Shelby County,223034,223881,227428,230115,847,3547,2687,537,2233,2284,446,1903,1881,91,330,403,8,137,330,740,3064,2026,748,3201,2356,8,16,-72,3256,3223,3213,3303,9.8956590717,9.9837610891,8.433246401,8.2221780248,1.4624126707,1.7615830643,0.607122836,1.4424873728,13.57828007,8.855998234,14.185402906,10.298485607
050,3,6,01,119,Alabama,Sumter County,12348,12196,11961,11853,-152,-235,-108,28,130,135,59,185,186,-31,-55,-51,0,6,12,-103,-180,-65,-103,-174,-53,-18,-6,-4,1080,989,878,951,10.76292586,11.337868481,15.316471416,15.62106324,-4.553545556,-4.283194759,0.4967504243,1.0078105316,-14.90251273,-5.458973713,-14.4057623,-4.451163181
050,3,6,01,121,Alabama,Talladega County,82152,81428,80483,80704,-724,-945,221,219,888,902,264,1284,1309,-45,-396,-407,0,15,44,-587,-582,574,-587,-567,618,-92,18,10,3242,2525,2051,2347,10.968989136,11.191969576,15.860565372,16.242004628,-4.891576236,-5.050035052,0.1852869786,0.5459497354,-7.189134772,7.1221624573,-7.003847793,7.6681121927
050,3,6,01,123,Alabama,Tallapoosa County,41316,41286,41132,40977,-30,-154,-155,103,404,411,146,695,686,-43,-291,-275,0,4,5,6,116,125,6,120,130,7,17,-10,682,682,682,682,9.8036836613,10.011082829,16.865247883,16.709495914,-7.061564221,-6.698413085,0.0970661749,0.1217893288,2.8149190711,3.0447332205,2.9119852459,3.1665225493
050,3,6,01,125,Alabama,Tuscaloosa County,227041,231534,235668,236780,4493,4134,1112,611,2479,2522,516,2321,2289,95,158,233,4,129,323,5067,3946,654,5071,4075,977,-673,-99,-98,11132,15443,19637,20385,10.612112106,10.676307234,9.9357451381,9.6899552967,0.6763669676,0.9863519371,0.5522236634,1.3673462476,16.892050976,2.7685586562,17.444274639,4.1359049038
050,3,6,01,127,Alabama,Walker County,65342,65132,64629,64339,-210,-503,-290,165,729,747,309,1352,1282,-144,-623,-535,1,18,38,-74,55,229,-73,73,267,7,47,-22,1077,1077,1075,1076,11.236041646,11.584268966,20.838310432,19.880900689,-9.602268786,-8.296631723,0.2774331271,0.5892934681,0.8477123327,3.5512685317,1.1251454597,4.1405619999
050,3,6,01,129,Alabama,Washington County,15388,15327,15234,15122,-61,-93,-112,48,184,188,52,220,224,-4,-36,-36,0,1,0,-52,-65,-75,-52,-64,-75,-5,7,-1,125,125,125,125,12.041490789,12.386348663,14.397434639,14.758202662,-2.35594385,-2.371853999,0.0654428847,0,-4.253787507,-4.941362498,-4.188344622,-4.941362498
050,3,6,01,131,Alabama,Wilcox County,10601,10432,10331,10059,-169,-101,-272,28,123,122,50,174,177,-22,-51,-55,0,4,9,-125,-56,-233,-125,-52,-224,-22,2,7,229,124,124,124,11.847998844,11.966650319,16.760583731,17.361451692,-4.912584887,-5.394801373,0.3853007754,0.8827856793,-5.394210856,-22.85434036,-5.00891008,-21.97155468
050,3,6,01,133,Alabama,Winston County,23544,23488,23672,23755,-56,184,83,56,219,225,100,402,407,-44,-183,-182,0,8,18,-15,362,247,-15,370,265,3,-3,0,343,343,343,343,9.2875318066,9.4882661775,17.048346056,17.163219263,-7.760814249,-7.674953086,0.3392705683,0.7590612942,15.351993215,10.416007759,15.691263783,11.175069053
040,4,9,02,000,Alaska,Alaska,733378,732923,734182,733583,-455,1259,-599,2406,9461,9488,1163,5364,6396,1243,4097,3092,58,877,2371,-1716,-3570,-6126,-1658,-2693,-3755,-40,-145,64,30290,30264,29973,30058,12.89750904,12.928500135,7.312360056,8.7152916168,5.5851489839,4.2132085177,1.195551784,3.2307624177,-4.86672733,-8.34738531,-3.671175546,-5.116622893
050,4,9,02,013,Alaska,Aleutians East Borough,3419,3425,3424,3398,6,-1,-26,6,18,19,2,11,11,4,7,8,0,16,46,0,-25,-81,0,-9,-35,2,1,1,2216,2216,2216,2216,5.2562417871,5.5702140135,3.2121477588,3.2248607446,2.0440940283,2.3453532688,4.6722149219,13.485781296,-7.300335815,-23.74670185,-2.628120894,-10.26092055
050,4,9,02,016,Alaska,Aleutians West Census Area,5232,5222,5155,5122,-10,-67,-33,12,34,34,4,23,20,8,11,14,0,65,175,-17,-138,-228,-17,-73,-53,-1,-5,6,2937,2937,2937,2937,6.5529536475,6.6167169407,4.4328804086,3.8921864357,2.1200732389,2.724530505,12.527705503,34.056631313,-26.59728245,-44.37092537,-14.06957695,-10.31429405
050,4,9,02,020,Alaska,Anchorage Municipality,291244,290866,288702,287145,-378,-2164,-1557,966,3766,3769,479,2188,2625,487,1578,1144,44,527,1345,-905,-4233,-4039,-861,-3706,-2694,-4,-36,-7,9077,9064,8958,8972,12.995886591,13.090282662,7.5504513707,9.1170050378,5.4454352207,3.9732776241,1.8185959197,4.6713797241,-14.60743174,-14.02803175,-12.78883582,-9.356652027
